,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1239,SC20,RL,9037,3,HLS,Inside,3,Timber,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,2,6,428,1,0,1048,1476,5,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,5,6,8,1,Attchd,2006.0,RFn,2,472,3,3,2,120,33,0,0,0,0,Dec,2007,WD,Normal,265900
1240,SC60,RL,8158,4,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4,3,0,6,550,1,0,334,884,5,Y,SBrkr,884,884,0,1768,1,0,2,1,3,4,8,8,0,Attchd,2003.0,RFn,2,543,3,3,2,0,63,0,0,0,0,Jul,2008,WD,Normal,224900
1241,SC20,RL,9849,4,Lvl,Inside,3,Somerst,Norm,1Fam,1Story,7,6,2007,2007,Hip,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,3,2,1,0,1,0,1689,1689,5,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,4,7,8,0,Attchd,2007.0,RFn,3,954,3,3,2,0,56,0,0,0,0,Jun,2007,New,Partial,248328
1242,SC85,RL,10625,4,Lvl,Inside,3,NWAmes,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,Plywood,Plywood,BrkFace,81.0,3,3,CBlock,4,3,3,6,885,2,168,0,1053,3,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,4,6,8,2,Attchd,1974.0,RFn,2,528,3,3,2,0,120,0,0,0,0,Jan,2010,WD,Family,170000
1243,SC20,RL,13891,4,Lvl,Inside,3,NridgHt,Norm,1Fam,1Story,10,5,2006,2006,Gable,VinylSd,VinylSd,None,0,5,3,PConc,5,4,3,6,1386,1,0,690,2076,5,Y,SBrkr,2076,0,0,2076,1,0,2,1,2,5,7,8,1,Attchd,2006.0,Fin,3,850,3,3,2,216,229,0,0,0,0,Sep,2006,New,Partial,465000
1244,SC70,RL,11435,3,HLS,Corner,2,Crawfor,Norm,1Fam,2Story,8,7,1929,1950,Gable,BrkFace,Stucco,None,0.0,3,3,PConc,4,3,0,1,0,1,0,792,792,2,Y,SBrkr,792,725,0,1517,0,0,1,0,3,4,7,8,2,Detchd,1931.0,Unf,2,400,3,3,2,0,0,0,0,0,0,Jun,2006,WD,Normal,230000
1245,SC80,RL,12090,4,Lvl,Inside,3,NWAmes,Norm,1Fam,SLvl,6,7,1984,2003,Hip,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,4,3,0,1,0,1,0,585,585,5,Y,SBrkr,1140,728,0,1868,0,0,3,1,3,3,7,8,1,BuiltIn,1984.0,Fin,2,477,3,3,2,268,112,0,0,147,0,Jan,2007,WD,Abnorml,178000
1246,SC60,FV,8125,4,Lvl,Inside,3,Somerst,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,756,756,5,Y,SBrkr,756,797,0,1553,0,0,2,1,3,4,6,8,0,Attchd,2005.0,RFn,2,615,3,3,2,0,45,0,0,0,0,Mar,2006,New,Partial,186500
1247,SC80,RL,12328,3,Lvl,Inside,3,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3,3,2,6,539,1,0,473,1012,3,Y,SBrkr,1034,0,0,1034,1,0,1,0,3,3,6,8,0,Attchd,1976.0,Unf,3,888,3,3,2,0,0,0,0,0,0,May,2010,WD,Normal,169900
1248,SC75,RM,9600,4,Lvl,Inside,3,OldTown,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4,3,0,3,319,1,0,416,735,2,N,SBrkr,1134,924,0,2058,0,0,1,1,3,3,8,8,1,Detchd,1950.0,Unf,2,396,2,2,1,0,0,259,0,0,0,Apr,2008,WD,Normal,129500
1249,SC20,RL,7200,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,4,534,3,96,246,876,3,Y,SBrkr,988,0,0,988,0,0,1,0,3,3,6,8,0,Attchd,1950.0,Unf,1,276,3,3,2,0,80,0,0,0,0,May,2007,WD,Normal,119000
1250,SC20,RL,11160,4,Lvl,Corner,3,NAmes,Norm,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,None,0.0,4,3,CBlock,3,3,0,5,1065,1,0,1045,2110,5,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,5,8,8,2,Attchd,1968.0,Fin,2,522,3,3,2,0,0,0,0,0,0,Apr,2010,WD,Normal,244000
1251,SC120,RL,3136,3,Lvl,Corner,3,NridgHt,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,163.0,4,3,PConc,4,3,0,1,0,1,0,1405,1405,5,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,4,6,8,1,Attchd,2003.0,RFn,2,478,3,3,2,148,36,0,0,0,0,Mar,2006,WD,Normal,171750
1252,SC20,RL,9858,4,Lvl,Inside,3,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,510,1,0,354,864,3,Y,SBrkr,874,0,0,874,1,0,1,0,3,3,5,8,0,Attchd,1968.0,RFn,1,288,3,3,2,33,0,0,0,0,600,Nov,2009,WD,Normal,130000
1253,SC60,RL,17542,3,Lvl,Inside,3,Veenker,Norm,1Fam,2Story,7,7,1974,2003,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,3,2,125,5,1031,36,1192,3,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,4,9,8,2,Attchd,1974.0,RFn,2,518,3,3,2,220,47,0,0,0,0,Jul,2007,WD,Normal,294000
1254,SC60,RL,6931,4,Lvl,Inside,3,Edwards,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4,3,0,1,0,1,0,746,746,5,Y,SBrkr,760,896,0,1656,0,0,2,1,3,4,7,8,1,BuiltIn,2003.0,Fin,2,397,3,3,2,178,128,0,0,0,0,Jul,2008,WD,Normal,165400
1255,SC50,RM,6240,4,Lvl,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0,2,425,1,0,459,884,3,Y,FuseA,959,408,0,1367,0,0,1,0,3,3,6,8,1,Detchd,1978.0,Unf,1,560,3,3,2,0,0,0,0,120,0,Nov,2007,WD,Normal,127500
1256,SC20,RL,14303,3,Lvl,Corner,3,NoRidge,Norm,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4,3,3,6,1314,1,0,672,1986,5,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,4,7,8,1,Attchd,1994.0,Fin,2,691,3,3,2,262,36,0,0,0,0,Aug,2008,WD,Normal,301500
1257,SC30,RL,4060,4,Lvl,Corner,3,Edwards,Feedr,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,2,3,0,1,0,1,0,864,864,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,3,4,8,0,No,1922.0,No,0,0,0,0,2,0,96,0,0,0,0,Jul,2009,WD,Normal,99900
1258,SC80,RL,9587,3,Lvl,Inside,3,Gilbert,Norm,1Fam,SLvl,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,3,6,655,1,0,201,856,5,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,4,5,8,0,Attchd,2005.0,Fin,2,400,3,3,2,212,0,0,0,0,0,Jul,2008,WD,Normal,190000
1259,SC20,RL,9750,4,Lvl,FR2,3,NAmes,Norm,1Fam,1Story,6,8,1969,1969,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,0,5,602,2,438,14,1054,4,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,3,6,8,0,Attchd,1969.0,Unf,2,460,3,3,2,180,0,0,0,80,0,Jul,2008,WD,Normal,151000
1260,SC60,RL,24682,1,Lvl,CulDSac,3,Gilbert,RRAn,1Fam,2Story,6,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0,1,0,841,841,5,Y,SBrkr,892,783,0,1675,0,0,2,1,3,3,7,8,1,BuiltIn,1999.0,Fin,2,502,3,3,2,0,103,0,0,0,0,Jun,2009,WD,Normal,181000
1261,SC20,RL,9600,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,3,504,1,0,546,1050,4,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,3,5,8,0,Attchd,1956.0,Unf,1,338,3,3,2,0,0,0,0,0,0,Jun,2009,WD,Normal,128900
1262,SC50,RL,11250,4,Lvl,Inside,3,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,1,0,1,0,1104,1104,5,Y,FuseA,1104,684,0,1788,1,0,1,0,5,3,8,6,2,Attchd,1957.0,Unf,1,304,3,3,2,120,0,0,0,0,0,Nov,2009,WD,Normal,161500
1263,SC70,RL,13515,4,Lvl,Inside,3,BrkSide,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,764,764,5,Y,FuseA,1060,764,0,1824,0,0,1,0,3,3,8,8,1,Detchd,1940.0,Unf,2,520,3,3,0,0,0,126,0,0,0,Jul,2007,WD,Normal,180500
1264,SC120,RH,4060,4,Lvl,Inside,3,NAmes,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,6,266,1,0,1139,1405,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,4,5,8,0,Attchd,1998.0,Fin,2,511,3,3,2,144,68,0,0,0,0,Aug,2008,COD,Abnorml,181000
1265,SC160,FV,3735,4,Lvl,FR3,3,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4,3,0,6,450,1,0,241,691,5,Y,SBrkr,713,739,0,1452,1,0,2,1,3,4,6,8,0,Detchd,1999.0,Unf,2,506,3,3,2,0,34,0,0,0,0,Mar,2006,WD,Normal,183900
1266,SC190,RM,10120,3,Bnk,Inside,3,OldTown,Feedr,2fmCon,2.5Unf,7,4,1910,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,0,1,0,1,0,925,925,3,N,FuseF,964,925,0,1889,0,0,1,1,4,3,9,8,1,Detchd,1960.0,Unf,1,308,3,3,0,0,0,264,0,0,0,Jan,2007,WD,Normal,122000
1267,SC20,RL,13214,3,HLS,Inside,3,Timber,Norm,1Fam,1Story,9,5,2008,2009,Hip,Stucco,CmentBd,None,0.0,5,3,PConc,5,3,3,1,0,1,0,2002,2002,5,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,5,10,8,1,Attchd,2009.0,Fin,3,746,3,3,2,144,76,0,0,0,0,May,2010,WD,Normal,378500
1268,SC50,RL,14100,3,Lvl,Inside,2,Crawfor,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,Stucco,Stucco,BrkFace,632.0,3,4,CBlock,3,3,1,3,192,1,0,536,728,5,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,4,11,8,2,BuiltIn,1982.0,Unf,3,1014,3,3,2,314,12,0,0,0,0,May,2008,WD,Normal,381000
1269,SC50,RL,11344,4,Lvl,Inside,3,NAmes,Feedr,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,3,3,0,4,460,1,0,414,874,3,Y,FuseA,874,650,0,1524,0,0,1,1,3,3,7,8,0,Attchd,1958.0,Unf,1,315,3,3,2,0,0,0,0,0,0,Jul,2007,WD,Normal,144000
1270,SC40,RL,23595,4,Low,Inside,1,ClearCr,Norm,1Fam,1Story,7,6,1979,1979,Shed,Plywood,Plywood,None,0.0,4,3,PConc,4,3,3,6,1258,1,0,74,1332,3,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,4,4,8,1,Attchd,1979.0,Fin,2,586,3,3,2,268,0,0,0,0,0,Apr,2010,WD,Normal,260000
1271,SC20,RL,9156,3,Lvl,Inside,3,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,1489,1489,4,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,4,7,8,1,Attchd,1968.0,RFn,2,462,3,3,2,0,0,0,0,0,0,Aug,2009,WD,Normal,185750
1272,SC20,RL,13526,3,Lvl,CulDSac,3,Sawyer,Norm,1Fam,1Story,5,6,1965,1965,Hip,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,0,4,560,2,375,0,935,3,Y,SBrkr,935,0,0,935,1,0,1,0,3,3,5,8,0,Attchd,1965.0,Unf,1,288,3,3,2,180,0,0,0,0,0,Nov,2006,WD,Normal,137000
1273,SC80,RL,11512,3,Lvl,Corner,3,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,2,5,719,1,0,300,1019,4,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,5,5,8,1,Basment,1959.0,RFn,1,312,3,3,2,0,0,0,0,163,0,May,2008,WD,Normal,177000
1274,SC50,RL,5362,4,Lvl,Corner,3,Crawfor,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,661,661,5,Y,SBrkr,661,589,0,1250,0,0,2,0,3,3,8,8,1,Detchd,1985.0,Unf,2,552,3,3,2,242,0,81,0,0,0,Nov,2007,WD,Normal,139000
1275,SC90,RL,11345,4,Lvl,Corner,3,NAmes,Feedr,Duplex,2Story,5,5,1948,1950,Gable,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,3,3,0,3,220,1,0,708,928,4,Y,FuseA,928,992,0,1920,0,0,2,0,4,3,10,8,0,Detchd,1948.0,Unf,2,400,3,2,2,0,0,0,0,0,0,Jul,2007,WD,Normal,137000
1276,SC60,RL,12936,3,Lvl,CulDSac,3,NWAmes,Norm,1Fam,2Story,6,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,4,0,4,593,1,0,130,723,3,Y,SBrkr,735,660,0,1395,0,1,1,1,3,3,6,8,1,Attchd,1972.0,Unf,2,497,3,3,2,294,116,0,0,0,0,Dec,2009,WD,Normal,162000
1277,SC80,RL,17871,3,Lvl,CulDSac,3,NWAmes,Norm,1Fam,SLvl,6,5,1967,1976,Gable,HdBoard,HdBoard,BrkFace,359.0,3,3,CBlock,4,3,2,5,528,1,0,1152,1680,2,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,3,7,8,1,Attchd,1967.0,RFn,2,480,3,3,2,0,0,0,0,0,0,Jun,2009,WD,Normal,197900
1278,SC60,RL,9473,4,Lvl,Inside,3,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,0,6,804,1,0,324,1128,5,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,4,7,8,1,Attchd,2002.0,RFn,2,577,3,3,2,0,211,0,0,0,0,Mar,2008,WD,Normal,237000
1279,SC50,C (all),7500,4,Lvl,Inside,3,IDOTRR,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,1,0,1,0,698,698,3,Y,FuseA,698,430,0,1128,0,0,1,0,2,3,6,8,0,Detchd,1980.0,RFn,2,528,3,3,2,30,0,164,0,0,0,Apr,2010,COD,Abnorml,68400
1280,SC20,RL,9808,3,Lvl,Inside,3,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4,3,0,6,788,1,0,785,1573,5,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,4,6,8,0,Attchd,2002.0,RFn,2,544,3,3,2,0,72,0,0,0,0,Mar,2009,WD,Normal,227000
1281,SC20,RL,8049,3,Lvl,CulDSac,3,Timber,Norm,1Fam,1Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,54.0,3,3,CBlock,4,3,0,5,1053,1,0,256,1309,3,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,3,6,8,1,Attchd,1990.0,Fin,2,484,4,4,2,0,58,0,0,90,0,Jul,2006,WD,Normal,180000
1282,SC20,RL,8800,3,Lvl,Inside,3,CollgCr,Norm,1Fam,1Story,5,7,1977,2008,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,2,532,3,144,364,1040,3,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,4,5,8,0,Detchd,1977.0,Unf,2,484,3,3,2,0,0,0,0,288,0,Sep,2009,WD,Normal,150500
1283,SC90,RL,9400,4,Low,Corner,3,Mitchel,Norm,Duplex,2Story,6,5,1971,1971,Mansard,MetalSd,Wd Shng,None,0.0,3,3,CBlock,3,3,2,1,0,1,0,912,912,3,Y,SBrkr,912,912,0,1824,0,0,2,2,4,3,8,8,0,No,1971.0,No,0,0,0,0,2,128,0,0,0,0,0,Apr,2010,WD,Normal,139000
1284,SC50,RL,9638,4,Lvl,Inside,3,SWISU,Feedr,1Fam,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,804,804,5,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,4,10,6,1,Detchd,1969.0,Unf,1,336,3,3,2,272,0,42,0,116,0,Mar,2010,WD,Normal,169000
1285,SC50,RM,6000,4,Lvl,Inside,3,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,0,1,0,1,0,780,780,5,Y,FuseF,825,587,0,1412,0,0,1,0,4,3,6,8,1,Detchd,1939.0,Unf,1,280,3,3,2,45,0,0,0,0,0,May,2009,WD,Normal,132500
1286,SC20,RL,9790,4,Lvl,Inside,3,NWAmes,Feedr,1Fam,1Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451.0,3,3,CBlock,3,3,0,5,569,3,81,678,1328,3,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,3,6,8,2,Attchd,1963.0,Unf,2,528,3,3,2,0,26,0,0,0,0,Jun,2010,WD,Normal,143000
1287,SC20,RL,36500,3,Low,Inside,2,ClearCr,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,BrkCmn,621.0,3,4,CBlock,3,3,2,3,812,1,0,812,1624,2,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,3,7,8,0,Attchd,1964.0,Unf,2,390,3,3,0,168,198,0,0,0,0,Jun,2006,WD,Normal,190000
1288,SC120,RL,5664,3,Lvl,Inside,3,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,0,6,1158,1,0,343,1501,5,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,5,5,8,1,Attchd,2000.0,Fin,2,499,3,3,2,212,59,0,0,0,0,Oct,2009,WD,Normal,278000
1289,SC60,RL,11065,3,Lvl,Inside,3,NridgHt,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,788.0,4,3,PConc,4,3,1,1,0,1,0,1085,1085,5,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,5,8,8,1,BuiltIn,2006.0,Fin,3,753,3,3,2,177,74,0,0,0,0,Oct,2006,New,Partial,281000
1290,SC80,RL,14112,3,Lvl,Corner,3,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3,3,2,6,1014,1,0,138,1152,3,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,3,6,8,1,Attchd,1964.0,RFn,2,484,3,3,2,227,0,0,0,0,0,Apr,2010,WD,Normal,180500
1291,SC160,RM,1680,4,Lvl,Inside,3,BrDale,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CemntBd,CmentBd,BrkFace,268.0,3,3,CBlock,3,3,0,5,231,1,0,399,630,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,3,6,8,0,Detchd,1972.0,Unf,1,264,3,3,2,185,0,0,0,0,0,Feb,2009,WD,Normal,119500
1292,SC70,RM,6600,4,Lvl,Corner,3,OldTown,Norm,1Fam,2Story,5,4,1892,1965,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,3,3,0,1,0,1,0,994,994,3,N,SBrkr,1378,994,0,2372,0,0,2,0,4,3,11,6,0,Attchd,1985.0,RFn,1,432,3,3,2,0,287,0,0,0,0,Dec,2009,WD,Normal,107500
1293,SC60,RL,10140,4,Lvl,Inside,3,NWAmes,Norm,1Fam,2Story,7,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0,6,194,1,0,638,832,3,Y,SBrkr,832,832,0,1664,0,0,2,1,4,3,8,8,1,Attchd,1976.0,RFn,2,528,3,3,2,0,28,0,0,259,0,Mar,2006,WD,Normal,162900
1294,SC20,RL,8172,4,Lvl,Inside,3,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Hip,WdShing,Plywood,None,0.0,3,3,CBlock,3,3,0,3,167,1,0,697,864,3,Y,SBrkr,864,0,0,864,1,0,1,0,2,3,5,8,0,Detchd,1957.0,Unf,2,572,3,3,0,0,0,0,0,0,0,Apr,2006,WD,Normal,115000
1295,SC20,RL,8400,4,Lvl,Inside,3,NAmes,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,2,4,1016,1,0,36,1052,4,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,3,5,8,0,Attchd,1968.0,RFn,1,288,3,3,2,356,0,0,0,0,0,Nov,2006,WD,Normal,138500
1296,SC20,RL,8700,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,6,1963,1963,Hip,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3,3,1,5,776,1,0,344,1120,4,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,3,6,8,0,Attchd,1963.0,RFn,2,525,3,3,2,192,20,123,0,0,0,Dec,2008,WD,Normal,155000
1297,SC180,RM,3675,4,Lvl,Inside,3,Edwards,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,82.0,3,3,PConc,4,3,3,6,547,1,0,0,547,4,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,3,5,8,0,Basment,2005.0,Fin,2,525,3,3,2,0,44,0,0,0,0,Jun,2006,New,Partial,140000
1298,SC60,RL,63887,1,Bnk,Corner,3,Edwards,Feedr,1Fam,2Story,10,5,2008,2008,Hip,Stucco,Stucco,Stone,796.0,5,3,PConc,5,3,3,6,5644,1,0,466,6110,5,Y,SBrkr,4692,950,0,5642,2,0,2,1,3,5,12,8,3,Attchd,2008.0,Fin,2,1418,3,3,2,214,292,0,0,0,0,Jan,2008,New,Partial,160000
1299,SC20,RL,7500,4,Lvl,Inside,3,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,2,340,3,906,0,1246,5,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,4,6,8,0,Attchd,1959.0,RFn,1,305,3,3,2,218,0,0,0,0,0,May,2010,WD,Normal,154000
1300,SC60,RL,10762,3,Lvl,CulDSac,3,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,344.0,4,3,PConc,4,3,0,6,694,1,0,284,978,5,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,4,9,8,1,Attchd,1999.0,Fin,2,490,3,3,2,0,0,0,0,0,0,May,2009,WD,Normal,225000
1301,SC70,RL,7500,3,Bnk,Inside,3,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,4,547,1,0,224,771,2,Y,SBrkr,753,741,0,1494,0,0,1,0,3,4,7,8,2,Attchd,1942.0,Unf,1,213,3,3,1,0,0,0,0,224,0,Nov,2009,WD,Normal,177500
1302,SC60,RL,10120,4,Lvl,Inside,3,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,4,3,PConc,4,3,0,6,740,1,0,425,1165,5,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,4,8,8,1,Attchd,1994.0,RFn,3,844,3,3,2,309,78,0,0,0,0,Dec,2006,WD,Normal,290000
1303,SC20,RL,8688,4,Lvl,Inside,3,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4,3,2,1,0,1,0,1616,1616,5,Y,SBrkr,1616,0,0,1616,0,0,2,0,3,4,7,8,0,Attchd,2005.0,RFn,3,834,3,3,2,208,59,0,0,0,0,Apr,2006,WD,Normal,232000
1304,SC160,RM,3363,4,Lvl,Inside,3,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4,3,0,1,0,1,0,976,976,5,Y,SBrkr,976,732,0,1708,0,0,2,0,3,4,7,4,0,Detchd,2004.0,Unf,2,380,3,3,2,0,40,0,0,0,0,Apr,2006,WD,Normal,130000
1305,SC20,RL,13173,3,Lvl,Corner,3,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,0,6,1572,1,0,80,1652,5,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,5,6,8,2,Attchd,2006.0,Fin,2,840,3,3,2,404,102,0,0,0,0,Nov,2009,WD,Normal,325000
1306,SC120,RL,6955,3,Lvl,Inside,3,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4,3,0,1,0,1,0,1368,1368,5,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,4,6,8,1,Attchd,2005.0,RFn,2,474,3,3,2,132,35,0,0,0,0,Sep,2006,New,Partial,202500
